latitude,longitude,count
31.1225,125.181944444444,10
33.1699944444444,126.271519444444,4
33.2272216666667,126.260265,5
33.2352302777778,126.480583611111,5
33.2352794444444,126.480562222222,22
33.2436388888889,126.386361111111,74
33.2466666666667,126.335555555556,2
33.2478611111111,126.561663888889,154
33.2489666666667,126.569320555556,86
33.252425,126.422288888889,509
33.2529472222222,126.538917222222,17
33.253,126.538861111111,2
33.2545277777778,126.575455555556,5
33.2547380555556,126.306408333333,7
33.2586833333333,126.453172222222,13
33.2616388888889,126.505370555556,19
33.2617141666667,126.505289444444,11
33.2617141666667,126.505394444444,2
33.2617222222222,126.505375,1
33.2634994444444,126.616724444444,5
33.2638888888889,126.557783333333,2
33.2656475,126.567766388889,1
33.2666222222222,126.419664722222,94
33.2670752777778,126.201156666667,1
33.2672769444444,126.356516666667,10
33.2711422222222,126.590192777778,14
33.2755555555556,126.666388888889,1
33.2793444444444,126.719366666667,6
33.2880908333333,126.316984166667,2
33.2992002777778,126.405211666667,15
33.30058,126.292223888889,7
33.3030786111111,126.388081388889,2
33.3035358333333,126.181247777778,18
33.3061527777778,126.714269722222,1
33.3127397222222,126.574553611111,4
33.314225,126.812402777778,25
33.3260747222222,126.832471111111,74
33.3271986111111,126.253573888889,1
33.3272222222222,126.253722222222,1
33.3416319444444,126.406013888889,20
33.3472,126.189475,39
33.3544955555556,126.305700277778,13
33.3605475,126.835418333333,4
33.3675333333333,126.368097222222,81
33.3752777777778,126.683611111111,32
33.3781380555556,126.246184166667,42
33.3789111111111,126.245577777778,125
33.3817161111111,126.6235375,1
33.3883333333333,126.855555555556,13
33.38845,126.372527777778,6
33.3887805555556,126.372645277778,1
33.391925,126.494038333333,1
33.3948377777778,126.2478125,81
33.3980555555556,126.786944444444,2
33.4155244444444,126.315183611111,3
33.4156830555556,126.265222777778,6
33.4169416666667,126.407936111111,3
33.4235063888889,126.492434166667,1
33.4271847222222,126.397124444444,5
33.4271847222222,126.397127222222,15
33.435,126.733888888889,2
33.4355105555556,126.733806388889,1
33.4377497222222,126.90267,23
33.4377805555556,126.902673333333,5
33.4383055555556,126.63,38
33.4394555555556,126.630013888889,16
33.4402913888889,126.879724166667,16
33.4404388888889,126.429488888889,13
33.4416666666667,126.279183333333,5
33.4483472222222,126.571672222222,3
33.4484722222222,126.571722222222,16
33.4541097222222,126.561590277778,5
