country_code,latitude,longitude,count
N01,31.1225,125.181944444444,140
N01,33.1699944444444,126.271519444444,25
N01,33.2219652777778,126.253617777778,7
N01,33.2272216666667,126.260265,112
N01,33.231105,126.244122222222,3
N01,33.2352302777778,126.480583611111,27
N01,33.2352794444444,126.480562222222,122
N01,33.2436388888889,126.386361111111,408
N01,33.2466666666667,126.335555555556,39
N01,33.2478611111111,126.561663888889,666
N01,33.2489666666667,126.569320555556,526
N01,33.252425,126.422288888889,5878
N01,33.2529472222222,126.538917222222,175
N01,33.253,126.538861111111,77
N01,33.2545277777778,126.575455555556,39
N01,33.2547380555556,126.306408333333,151
N01,33.2586833333333,126.453172222222,958
N01,33.2616388888889,126.505370555556,177
N01,33.2617141666667,126.505289444444,141
N01,33.2617141666667,126.505394444444,95
N01,33.2617222222222,126.505375,14
N01,33.2634994444444,126.616724444444,82
N01,33.2638888888889,126.557783333333,21
N01,33.2656475,126.567766388889,95
N01,33.2666222222222,126.419664722222,855
N01,33.2670752777778,126.201156666667,5
N01,33.2672769444444,126.356516666667,499
N01,33.2711422222222,126.590192777778,50
N01,33.2755555555556,126.666388888889,31
N01,33.2755783333333,126.666630555556,3
N01,33.2761444444444,126.639330555556,8
N01,33.2793444444444,126.719366666667,73
N01,33.2866663888889,126.223468611111,10
N01,33.2867163888889,126.223495,10
N01,33.2879719444444,126.460630277778,8
N01,33.2880908333333,126.316984166667,175
N01,33.2904805555556,126.527735555556,41
N01,33.2992002777778,126.405211666667,92
N01,33.30058,126.292223888889,194
N01,33.3030786111111,126.388081388889,7
N01,33.3035358333333,126.181247777778,110
N01,33.3061138888889,126.714336111111,15
N01,33.3061527777778,126.714269722222,47
N01,33.3127397222222,126.574553611111,114
N01,33.314225,126.812402777778,208
N01,33.3251219444444,126.667234722222,48
N01,33.3260747222222,126.832471111111,398
N01,33.3271986111111,126.253573888889,71
N01,33.3272222222222,126.253722222222,39
N01,33.3294444444444,126.78,7
N01,33.3318277777778,126.781761111111,16
N01,33.3405569444444,126.479737222222,8
N01,33.3406944444444,126.479872777778,6
N01,33.3416319444444,126.406013888889,12
N01,33.3472,126.189475,134
N01,33.3544955555556,126.305700277778,106
N01,33.3574883333333,126.460194444444,10
N01,33.3605475,126.835418333333,12
N01,33.3675333333333,126.368097222222,810
N01,33.3752777777778,126.683611111111,109
N01,33.3781380555556,126.246184166667,720
N01,33.3789111111111,126.245577777778,1420
N01,33.3816666666667,126.623333333333,13
N01,33.3817161111111,126.6235375,22
N01,33.3883333333333,126.855555555556,167
N01,33.38845,126.372527777778,102
N01,33.3887805555556,126.372645277778,36
N01,33.391925,126.494038333333,98
N01,33.3948377777778,126.2478125,454
N01,33.3980555555556,126.786944444444,1795
N01,33.4155244444444,126.315183611111,16
N01,33.4156830555556,126.265222777778,108
N01,33.4169416666667,126.407936111111,120
N01,33.4235063888889,126.492434166667,159
N01,33.4257805555556,126.559566666667,4
N01,33.4271794444444,126.612503888889,34
N01,33.4271847222222,126.397124444444,179
N01,33.4271847222222,126.397127222222,329
N01,33.4272222222222,126.579166666667,4
N01,33.4342444444444,126.670322222222,57
N01,33.435,126.733888888889,56
N01,33.4355105555556,126.733806388889,178
N01,33.4377497222222,126.90267,933
N01,33.4377805555556,126.902673333333,254
N01,33.4383055555556,126.63,93
N01,33.4394555555556,126.630013888889,61
N01,33.4402913888889,126.879724166667,325
N01,33.4404388888889,126.429488888889,156
N01,33.4416666666667,126.279183333333,32
N01,33.4483472222222,126.571672222222,139
N01,33.4484722222222,126.571722222222,98
N01,33.4541097222222,126.561590277778,101
N01,33.4586688888889,126.317118055556,383
N01,33.4592722222222,126.341544444444,138
N01,33.4602858333333,126.561956944444,9
N01,33.4606191666667,126.437330277778,850
N01,33.4655555555556,126.666388888889,55
N01,33.4661322222222,126.933355277778,151
N01,33.4663722222222,126.933233333333,1826
N01,33.4669797222222,126.513015277778,43
N01,33.4692108333333,126.664781666667,117
N01,33.4700105555556,126.5750175,5
N01,33.4733083333333,126.764013888889,59
N01,33.4734094444444,126.384723611111,60
N01,33.4736222222222,126.385705555556,137
N01,33.4738888888889,126.763888888889,19
N01,33.4764055555556,126.487802777778,442
N01,33.4780555555556,126.544166666667,50
N01,33.4781291666667,126.544418611111,22
N01,33.4788483333333,126.480268611111,1316
N01,33.4801297222222,126.468308888889,751
N01,33.4801322222222,126.468290833333,357
N01,33.4815,126.491361111111,971
N01,33.4816719444444,126.413635833333,57
N01,33.4817194444444,126.413858333333,128
N01,33.4832583333333,126.490194444444,4566
N01,33.4851663888889,126.479233333333,657
N01,33.4852111111111,126.479166666667,1845
N01,33.4854511111111,126.498401111111,1702
N01,33.4857388888889,126.473288888889,129
N01,33.4861111111111,126.431972222222,389
N01,33.4875069444444,126.491683888889,1467
N01,33.4875611111111,126.49185,2932
N01,33.4875694444444,126.491838888889,3500
N01,33.4889127777778,126.4855575,1371
N01,33.4894019444444,126.492553888889,1
N01,33.4901716666667,126.518046388889,176
N01,33.4908722222222,126.537888888889,35
N01,33.4912138888889,126.535119444444,89
N01,33.4919444444444,126.489444444444,5619
N01,33.4920416666667,126.595056111111,129
N01,33.492125,126.489223888889,9535
N01,33.4921922222222,126.489472222222,3522
N01,33.4922527777778,126.895227777778,36
N01,33.4922527777778,126.895236111111,120
N01,33.4922555555556,126.489486111111,371
N01,33.4924116666667,126.529188611111,54
N01,33.4924144444444,126.529183055556,41
N01,33.4940761111111,126.679775,10
N01,33.4941666666667,126.68,5
N01,33.4975311111111,126.554322222222,31
N01,33.4977169444444,126.554340833333,18
N01,33.4981111111111,126.530408333333,929
N01,33.498275,126.548722222222,45
N01,33.5,126.519444444444,618
N01,33.5023694444444,126.542480555556,72
N01,33.5024033333333,126.542449444444,179
N01,33.5027175,126.769690277778,9
N01,33.5044444444444,126.515277777778,1442
N01,33.5045569444444,126.465794166667,858
N01,33.5045972222222,126.526233333333,2098
N01,33.5078811111111,126.952025,40
N01,33.5079038888889,126.952016388889,5
N01,33.5091163888889,126.539774444444,301
N01,33.510175,126.523983055556,2064
N01,33.5126722222222,126.512833333333,629
N01,33.5128769444444,126.512986944444,2691
N01,33.5128888888889,126.519694444444,537
N01,33.5131194444444,126.532119444444,102
N01,33.5133130555556,126.538595277778,716
N01,33.5146111111111,126.572163888889,4
N01,33.5148888888889,126.572163888889,19
N01,33.5161111111111,126.524930555556,15504
N01,33.5161138888889,126.504183333333,10
N01,33.5190208333333,126.567094166667,100
N01,33.5193027777778,126.569497222222,165
N01,33.5210063888889,126.586238055556,43
N01,33.5232866666667,126.848183611111,79
N01,33.5306777777778,126.629822222222,36
N01,33.5420469444444,126.665815833333,36
N01,33.5420494444444,126.6657975,129
N01,33.5485119444444,126.754684444444,48
N01,33.5485994444444,126.754707222222,32
N01,33.5486194444444,126.698908333333,110
N01,33.5520905555556,126.810950833333,19
N01,33.9583544444444,126.2989125,646
N01,33.9584522222222,126.2988325,28
N01,33.9868444444444,126.915641666667,497
N01,34.0499111111111,127.284119444444,705
N01,34.0634266666667,125.1234125,1600
N01,34.1230111111111,126.650672222222,119
N01,34.1535611111111,126.509853055556,95
N01,34.1616661111111,126.5825,206
N01,34.1676694444444,126.653008333333,31
