longitude,latitude,cluster
126.530408333333,33.4981111111111,121
128.990188888889,35.0778469444444,122
126.447980555556,37.4470591666667,2
127.065843888889,37.5100052777778,123
126.523983055556,33.510175,6
126.465794166667,33.5045569444444,124
126.984458055556,37.5633594444444,3
127.0575075,37.5105633333333,29
126.968138888889,37.5299722222222,125
127.474766666667,36.9270766666667,126
126.982805555556,37.5650611111111,3
127.058622777778,37.5086227777778,29
127.0472,37.5237027777778,127
126.749148333333,37.5054358333333,88
127.148047777778,36.8087455555556,128
127.110316666667,37.5553611111111,51
127.451355555556,36.30215,85
126.953222222222,37.5435555555556,129
126.984580555556,37.5635944444444,3
127.057575,37.5106333333333,29
128.454078611111,34.8966088888889,130
129.327777777778,35.4280555555556,131
126.447702777778,37.4470591666667,2
126.885533333333,37.4778888888889,69
126.422288888889,33.252425,132
126.447736111111,37.4470525,2
126.984580555556,37.5635944444444,3
126.878322222222,35.1273333333333,15
126.926175,37.4920005555556,133
127.08675,37.1649222222222,134
126.983002777778,37.5650722222222,3
127.132604166667,37.5153527777778,135
126.983002777778,37.5650722222222,3
126.679346666667,37.4634116666667,136
127.037927777778,37.574625,137
127.011177777778,37.5707916666667,80
129.334534166667,35.5629005555556,138
126.965001666667,37.5375233333333,45
128.978611111111,35.1744444444444,139
126.984458055556,37.5633594444444,3
127.01325,37.5652222222222,1
126.447736111111,37.4470525,2
128.663568055556,34.9099688888889,140
127.034744444444,37.5416711111111,141
126.992286111111,37.5288055555556,142
126.913253888889,37.5490683333333,143
127.0472,37.5237027777778,127
128.693649722222,35.18914,75
127.110319444444,37.5553888888889,51
129.424111111111,35.5161416666667,144
126.701015277778,36.9828419444444,145
126.975491666667,37.8930861111111,146
129.041833333333,35.1187222222222,41
127.066591666667,37.2215805555556,147
129.424111111111,35.5161416666667,144
127.047375,37.5118333333333,148
127.057575,37.5106333333333,29
126.953222222222,37.5435555555556,129
126.992286111111,37.5288055555556,142
126.982197222222,37.56075,3
127.428333333333,36.7136111111111,149
126.561590277778,33.4541097222222,150
126.950411111111,37.3719444444444,151
126.419664722222,33.2666222222222,152
126.624729444444,37.4717091666667,153
126.447980555556,37.4470591666667,2
128.413508333333,36.1167333333333,154
126.626209722222,37.4508083333333,155
127.0037,37.4832972222222,156
126.588490277778,35.9610391666667,157
124.7441,37.9594388888889,158
127.166375,37.4598888888889,159
126.489444444444,33.4919444444444,7
127.020110833333,37.5226125,160
128.517175,35.81108,161
127.200266944444,37.2959041666667,162
126.797658333333,37.5611916666667,57
127.110319444444,37.5553888888889,51
128.709166666667,37.6727777777778,163
126.447736111111,37.4470525,2
129.021111111111,35.1063888888889,164
126.976661111111,37.5646611111111,4
126.958277777778,37.371625,165
127.113144166667,37.29222,166
127.108247222222,37.5491055555556,51
126.443938888889,37.4555527777778,65
126.407554444444,37.4423863888889,167
127.026783333333,37.4984944444444,56
126.925861944444,37.5589216666667,55
126.895555555556,37.4926666666667,5
126.443938888889,37.4555527777778,65
126.979666666667,37.5680111111111,168
126.978361388889,37.5698175,168
127.035578333333,37.5161230555556,169
126.103720555556,34.4086536111111,170
128.844744444444,36.0533055555556,171
128.587776944444,35.4363877777778,172
128.591323888889,34.9458055555556,173
127.006222222222,37.5597222222222,53
127.101397222222,37.5069491666667,13
127.092627777778,37.5326555555556,174
126.983002777778,37.5650722222222,3
127.0331,37.5221805555556,14
126.797658333333,37.5611916666667,57
126.918116111111,37.5266077777778,22
126.461888333333,37.4388086111111,175
126.903982777778,37.5196541666667,176
126.524930555556,33.5161111111111,6
127.026783333333,37.4984944444444,56
128.4136,36.1011444444444,177
126.447736111111,37.4470525,2
126.447736111111,37.4470525,2
126.912480555556,37.5649,178
127.057575,37.5106333333333,29
126.797658333333,37.5611916666667,57
126.524930555556,33.5161111111111,6
127.00167,37.5669611111111,20
126.447980555556,37.4470591666667,2
126.447980555556,37.4470591666667,2
126.891658333333,37.506975,44
126.976661111111,37.5646611111111,4
126.447702777778,37.4470591666667,2
127.034166666667,37.5004722222222,179
126.641316666667,37.4623138888889,180
128.548938888889,35.9315111111111,181
127.097777777778,37.5111386111111,10
126.877888888889,37.5475333333333,182
126.447702777778,37.4470591666667,2
128.954831666667,35.1766355555556,98
126.983002777778,37.5650722222222,3
127.171466944444,35.8427169444444,183
126.443938888889,37.4555527777778,65
126.447702777778,37.4470591666667,2
126.506016666667,36.7488575,184
127.020110833333,37.5226125,160
127.010333333333,37.5536944444444,109
127.010333333333,37.5536944444444,109
126.447736111111,37.4470525,2
126.896802777778,37.4990388888889,5
128.71,34.9119444444444,185
126.447736111111,37.4470525,2
127.010333333333,37.5536944444444,109
126.945155555556,37.5565833333333,186
126.524930555556,33.5161111111111,6
126.902383333333,37.5651611111111,178
129.039600833333,35.1648605555556,187
127.097777777778,37.5111386111111,10
127.155620277778,36.8508208333333,188
126.443938888889,37.4555527777778,65
129.217319444444,35.2514905555556,189
127.056455833333,37.1606997222222,190
126.569320555556,33.2489666666667,191
126.447980555556,37.4470591666667,2
126.984580555556,37.5635944444444,3
126.977795277778,37.5322402777778,125
126.885533333333,37.4778888888889,69
127.101152222222,37.0252111111111,192
128.902737777778,35.2499708333333,193
126.561590277778,33.4541097222222,150
127.672722222222,37.6157777777778,194
127.030544444444,37.5162222222222,195
126.953708333333,37.4815111111111,196
126.447980555556,37.4470591666667,2
126.443938888889,37.4555527777778,65
126.972022222222,37.5788361111111,197
126.984580555556,37.5635944444444,3
127.110319444444,37.5553888888889,51
127.006222222222,37.5597222222222,53
127.377685,36.6727263888889,198
127.006825,37.5647722222222,53
126.978348611111,37.5591830555556,113
129.432005555556,35.5155444444444,144
126.652129444444,37.4656819444444,199
126.797658333333,37.5611916666667,57
128.931502777778,35.1098288888889,200
126.962519166667,37.5241755555556,201
127.005352777778,37.559275,53
128.492963888889,35.90995,202
128.548938888889,35.9315111111111,181
126.984458055556,37.5633594444444,3
126.524930555556,33.5161111111111,6
129.355277777778,35.5283333333333,203
126.915574722222,37.5177802777778,204
127.020110833333,37.5226125,160
126.807744444444,37.5724472222222,205
127.094675,37.5418305555556,206
126.797658333333,37.5611916666667,57
127.096787777778,37.5118755555556,10
126.447736111111,37.4470525,2
127.050772222222,37.0808166666667,207
127.050716666667,37.6131305555556,208
126.984458055556,37.5633594444444,3
127.680043611111,37.6454666666667,209
126.991713888889,37.57015,84
126.984580555556,37.5635944444444,3
127.451355555556,36.30215,85
126.447980555556,37.4470591666667,2
127.451355555556,36.30215,85
126.984580555556,37.5635944444444,3
126.513015277778,33.4669797222222,210
127.053136111111,37.5251805555556,127
126.984580555556,37.5635944444444,3
126.786944444444,33.3980555555556,211
127.038073055556,37.4772466666667,212
126.984458055556,37.5633594444444,3
129.058045833333,35.1553888888889,62
126.870312777778,37.1988661111111,213
126.913623333333,37.4869447222222,214
126.986836111111,37.5795777777778,66
126.920319444444,37.5508083333333,215
126.870312777778,37.1988661111111,213
127.066591666667,37.2215805555556,147
126.9785,37.5586555555556,113
126.982197222222,37.56075,3
126.984458055556,37.5633594444444,3
127.097777777778,37.5111386111111,10
126.985119444444,37.5171666666667,27
127.139688888889,37.5350833333333,216
126.9382,37.5588083333333,217
127.027226388889,37.5252905555556,14
128.683305833333,37.6450119444444,218
127.115727777778,37.3807666666667,25
127.061366944444,37.2551916666667,219
126.447981111111,37.4470591666667,2
126.447980555556,37.4470591666667,2
126.797658333333,37.5611916666667,57
126.9275,37.5241666666667,58
126.895556666667,37.4925191666667,5
126.708688888889,37.4672588888889,220
126.984458055556,37.5633594444444,3
126.915789166667,37.5178263888889,204
126.524930555556,33.5161111111111,6
127.030277777778,37.2777777777778,221
128.628294444444,35.881,222
128.954831666667,35.1766355555556,98
127.0744625,37.5308530555556,223
128.865832777778,35.240555,224
127.141966666667,36.833075,225
126.987231666667,37.5611330555556,3
127.039444444444,37.5274972222222,37
126.88665,37.4850666666667,102
126.447702777778,37.4470591666667,2
126.983002777778,37.5650722222222,3
126.4613225,37.43819,175
128.767224166667,35.8444461111111,226
127.992222222222,36.8444444444444,227
126.512833333333,33.5126722222222,228
127.028388611111,37.5059425,63
127.043704722222,37.7547222222222,229
126.60045,37.4770277777778,230
127.058836111111,37.5034138888889,112
129.027475833333,35.0995863888889,49
126.912480555556,37.5649,178
126.748541388889,37.6761694444444,231
126.524930555556,33.5161111111111,6
126.972322222222,37.5537388888889,113
127.442713888889,36.9895277777778,232
127.072527777778,36.3204388888889,233
126.894114722222,37.4839533333333,102
126.971491666667,37.5475583333333,50
129.021111111111,35.1063888888889,164
126.977386111111,37.40105,234
129.036305555556,35.1124319444444,235
126.971861111111,37.5628277777778,4
126.447980555556,37.4470591666667,2
126.447981111111,37.4470591666667,2
127.659280555556,34.9124805555556,236
126.642374444444,37.5501838888889,237
126.982197222222,37.56075,3
127.01325,37.5652222222222,1
129.335807777778,35.5441525,238
127.398583333333,36.3859722222222,239
126.976161666667,37.5564636111111,113
127.173548888889,37.4404325,240
126.807752777778,37.5623888888889,241
126.671472222222,37.49396,242
127.053136111111,37.5251805555556,127
126.447702777778,37.4470591666667,2
126.447980555556,37.4470591666667,2
128.708305555556,35.8672055555556,108
126.777871666667,36.9495575,243
127.063963888889,37.5150833333333,123
126.984458055556,37.5633594444444,3
126.971861111111,37.5628277777778,4
127.101472222222,37.5069916666667,13
127.008047222222,37.4791077777778,244
129.050741666667,35.892625,245
126.838263333333,37.6543786111111,246
127.0725,37.205,247
129.086953888889,35.1905694444444,248
127.012025,37.6046111111111,249
127.057575,37.5106333333333,29
127.005019722222,37.5697402777778,20
127.171466944444,35.8427169444444,183
129.055833888889,35.1555719444444,62
126.447980555556,37.4470591666667,2
129.039600833333,35.1648605555556,187
128.361111111111,36.9763888888889,250
126.976053055556,37.5563566666667,113
127.108337777778,37.5486386111111,51
127.006825,37.5647722222222,53
126.885533333333,37.4778888888889,69
126.849388888889,37.2226666666667,71
127.020110833333,37.5226125,160
127.061111111111,37.255,219
126.9463825,37.1179722222222,251
126.797658333333,37.5611916666667,57
126.987231666667,37.5611330555556,3
128.702816666667,34.8309777777778,252
127.0575075,37.5105633333333,29
127.061111111111,37.255,219
126.803604722222,35.1974916666667,253
129.086944444444,35.1358333333333,254
127.034155555556,37.2623,255
126.447980555556,37.4470591666667,2
128.530204722222,38.1983477777778,256
126.983002777778,37.5650722222222,3
126.524930555556,33.5161111111111,6
128.697715555556,36.3545377777778,257
126.447980555556,37.4470591666667,2
127.488633055556,37.2483533333333,258
126.986852777778,37.5657944444444,3
127.011566666667,37.5708138888889,80
127.057108333333,37.5213055555556,127
127.423333333333,36.5036111111111,259
127.631689444444,37.1175197222222,260
129.021111111111,35.1063888888889,164
127.110319444444,37.5553888888889,51
126.903056111111,37.4916894444444,261
127.126416111111,37.4488908333333,262
126.978348611111,37.5591830555556,113
124.7441,37.9594388888889,158
129.058065277778,35.1551036111111,62
127.01325,37.5652222222222,1
126.986836111111,37.5795777777778,66
127.011406666667,37.5705813888889,80
126.9413,37.5608111111111,186
126.848183611111,33.5232866666667,263
126.489444444444,33.4919444444444,7
127.025861111111,37.4921388888889,56
126.976661111111,37.5646611111111,4
127.575047222222,37.2316555555556,264
126.972272222222,37.5718055555556,38
126.443938888889,37.4555527777778,65
126.954869444444,37.5124861111111,74
128.981943888889,35.1002769444444,265
127.075824166667,37.4927052777778,266
126.447981111111,37.4470591666667,2
126.690139722222,37.7849311111111,267
126.977238611111,37.400855,234
127.6630675,34.8236219444444,268
126.984580555556,37.5635944444444,3
126.981328611111,37.5700433333333,168
126.511886111111,37.5088416666667,269
127.667938333333,34.7594888888889,270
126.807744444444,37.5724472222222,205
126.983002777778,37.5650722222222,3
126.447980555556,37.4470591666667,2
127.442047222222,37.2771805555556,271
127.110319444444,37.5553888888889,51
127.122166666667,37.5136944444444,135
126.984580555556,37.5635944444444,3
126.924737777778,37.5214044444444,58
126.988444444444,37.5741222222222,66
126.985119444444,37.5171666666667,27
126.984580555556,37.5635944444444,3
126.447702777778,37.4470591666667,2
127.429473888889,36.6354102777778,272
127.01325,37.5652222222222,1
127.056831666667,37.5078619444444,29
126.972375,37.5538,113
127.109983333333,37.3503861111111,273
126.978361388889,37.5698175,168
126.979666666667,37.5680111111111,168
129.084433333333,35.2010666666667,274
126.828901388889,37.1969611111111,275
126.922166666667,37.5550777777778,215
127.0575075,37.5105633333333,29
126.937286111111,37.5557138888889,217
126.532119444444,33.5131194444444,39
126.650716666667,37.5017583333333,276
126.489472222222,33.4921922222222,7
127.139764722222,37.3766183333333,277
129.131751388889,35.1556722222222,278
126.447702777778,37.4470591666667,2
127.014737777778,37.5616738888889,1
127.036288888889,37.5028805555556,34
126.921508333333,36.97985,279
129.200861111111,35.3248947222222,280
129.058045833333,35.1553888888889,62
127.03473,37.6111175,60
126.762536111111,37.5031083333333,281
127.001221111111,37.5059830555556,67
126.447736111111,37.4470525,2
129.017256111111,35.0786133333333,282
126.918113888889,37.5266055555556,22
126.793708333333,37.4320194444444,283
126.998055555556,37.535,76
126.885847222222,37.5817102777778,284
126.683494444444,37.7095794444445,285
126.979466666667,37.5678011111111,168
126.982505555556,37.5750216666667,66
127.012025,37.6046111111111,249
126.976661111111,37.5646611111111,4
129.062603055556,35.1591811111111,77
129.039105277778,35.0850583333333,286
126.991852777778,37.4263083333333,287
126.892862222222,37.5209383333333,288
128.84052,35.0866127777778,33
129.391455555556,36.082275,289
129.041832777778,35.1185952777778,41
126.894227777778,37.4841305555556,102
126.776958888889,37.4982325,290
129.063055555556,35.1497222222222,291
127.125966666667,37.3858083333333,292
126.447702777778,37.4470591666667,2
129.157222222222,35.1622222222222,293
127.075875555556,37.856145,294
126.982505555556,37.5750216666667,66
127.03864,37.5234133333333,37
126.447702777778,37.4470591666667,2
127.072564722222,37.2052330555556,247
127.066591666667,37.2215805555556,147
127.680043611111,37.6454666666667,209
127.200266944444,37.2959041666667,162
127.383255555556,36.3472111111111,295
127.113144166667,37.29222,166
126.890075,37.4739527777778,69
126.982505555556,37.5750216666667,66
127.420570833333,36.6972286111111,296
129.200861111111,35.3248947222222,280
129.415068055556,35.9661713888889,297
126.698908333333,33.5486194444444,298
126.246184166667,33.3781380555556,299
129.041832777778,35.1185952777778,41
127.055813888889,37.5896416666667,300
129.14435,35.1564833333333,301
128.993468888889,35.0918458333333,302
127.393492777778,37.7622277777778,303
127.05775,37.5106583333333,29
126.890075,37.4739527777778,69
127.451355555556,36.30215,85
126.982197222222,37.56075,3
126.984580555556,37.5635944444444,3
126.748541388889,37.6761694444444,231
126.915888888889,37.5543213888889,215
126.422288888889,33.252425,132
126.641316666667,37.4623158333333,180
128.945276944444,35.1513877777778,304
127.1683425,37.432235,305
128.954831666667,35.1766355555556,98
127.011406666667,37.5705813888889,80
126.976661111111,37.5646611111111,4
126.800086944444,37.3502169444444,306
127.43675,36.3509416666667,307
127.006222222222,37.5597222222222,53
126.443938888889,37.4555527777778,65
126.976138888889,37.5566083333333,113
128.696979444444,34.8676894444444,308
129.339444444444,35.6616666666667,309
127.075563333333,37.1972369444444,310
126.974846666667,37.5589316666667,113
126.767376944444,37.5250538888889,311
127.094675,37.5418305555556,206
129.055833888889,35.1555719444444,62
127.02333611111101,37.4998111111111,56
126.988344444444,37.5739122222222,66
126.984458055556,37.5633594444444,3
127.116381111111,36.8231225,312
129.145876388889,35.1590388888889,301
129.165883888889,35.1622633333333,313
126.860647222222,37.5578833333333,314
126.511886111111,37.5088416666667,269
128.734115555556,35.8337594444444,28
126.928474444444,37.6117516666667,315
126.987308333333,37.5691583333333,84
126.447702777778,37.4470591666667,2
127.061344444444,37.1571230555556,190
126.904902777778,37.5580527777778,316
126.912248055556,37.56474,178
126.984458055556,37.5633594444444,3
127.004658333333,37.5753361111111,20
127.022319444444,37.6345833333333,90
126.443938888889,37.4555527777778,65
127.015802777778,37.2656127777778,317
127.069511111111,37.5513861111111,318
126.93807,37.5586308333333,217
127.656180555556,37.2509722222222,319
126.678221944444,37.5658277777778,320
126.878322222222,35.1273333333333,15
126.984580555556,37.5635944444444,3
127.061660555556,37.2551763888889,219
126.953222222222,37.5435555555556,129
126.443938888889,37.4555527777778,65
126.984580555556,37.5635944444444,3
126.920319444444,37.5508083333333,215
126.447736111111,37.4470525,2
126.984580555556,37.5635944444444,3
126.454871111111,37.4809286111111,321
127.097777777778,37.5111386111111,10
126.3724675,35.8517541666667,322
126.976053055556,37.5563566666667,113
128.419585277778,36.1067836111111,177
127.006825,37.5647722222222,53
126.85581,36.9612027777778,323
126.991713888889,37.57015,84
126.447980555556,37.4470591666667,2
127.126854166667,37.3663791666667,324
126.979666666667,37.5680111111111,168
127.542368611111,34.8857869444444,325
126.60771722222201,37.3487536111111,326
127.089885555556,37.5507102777778,94
127.0472,37.5237027777778,127
126.489472222222,33.4921922222222,7
126.397127222222,33.4271847222222,327
127.110319444444,37.5553888888889,51
129.424111111111,35.5161416666667,144
126.986608333333,37.5022111111111,328
126.840222222222,37.5417222222222,329
127.006222222222,37.5597222222222,53
127.110316666667,37.5553611111111,51
126.797658333333,37.5611916666667,57
126.965001666667,37.5375233333333,45
127.0575075,37.5105633333333,29
127.743803333333,34.7463230555556,330
127.056475,37.9259333333333,331
127.006122222222,37.5597236111111,53
126.907075833333,37.4882244444444,261
126.977795277778,37.5322402777778,125
126.984580555556,37.5635944444444,3
126.9413,37.5608111111111,186
126.704337222222,37.5209666666667,332
126.992286111111,37.5288055555556,142
126.524930555556,33.5161111111111,6
126.982800277778,37.5650072222222,3
126.447736111111,37.4470525,2
126.745232777778,37.6696758333333,231
126.926188888889,37.5820027777778,333
126.512833333333,33.5126722222222,228
128.363224722222,36.0980105555556,334
127.01325,37.5652222222222,1
127.110319444444,37.5553888888889,51
127.028388611111,37.5059425,63
129.183500833333,35.1619833333333,335
126.488485833333,37.4930147222222,336
129.036688611111,35.1038313888889,49
127.028896388889,37.5202869444444,14
127.110319444444,37.5553888888889,51
126.984580555556,37.5635944444444,3
126.489223888889,33.492125,7
129.400902777778,35.5055238888889,337
126.524930555556,33.5161111111111,6
127.063963888889,37.5150833333333,123
126.447980555556,37.4470591666667,2
129.036305555556,35.1124319444444,235
127.05775,37.5106583333333,29
127.0575075,37.5105633333333,29
127.057575,37.5106333333333,29
127.588492777778,37.8166244444444,338
128.931502777778,35.1098288888889,200
126.683494444444,37.7095794444445,285
126.830813333333,37.49494,339
126.749148333333,37.5054358333333,88
126.689682222222,37.3406266666667,340
126.443938888889,37.4555527777778,65
126.797658333333,37.5611916666667,57
126.984580555556,37.5635944444444,3
126.925790555556,37.5448933333333,341
127.029176666667,37.5894563888889,342
126.984580555556,37.5635944444444,3
128.952994722222,35.1734497222222,98
126.447980555556,37.4470591666667,2
125.933333333333,34.2394444444444,343
127.057575,37.5106333333333,29
126.447981111111,37.4470591666667,2
127.040598055556,37.5004888888889,34
126.925861944444,37.5589216666667,55
127.034155555556,37.2623,255
127.249018611111,38.0159169444444,344
126.984580555556,37.5635944444444,3
126.976661111111,37.5646611111111,4
129.424111111111,35.5161416666667,144
126.757418611111,37.7287013888889,345
129.117588888889,35.1996722222222,346
128.866943888889,35.2341658333333,347
127.575047222222,37.2316555555556,264
126.977238611111,37.400855,234
126.422288888889,33.252425,132
126.955025833333,37.5511191666667,348
126.447702777778,37.4470591666667,2
127.444307222222,36.3311461111111,349
126.447980555556,37.4470591666667,2
126.524930555556,33.5161111111111,6
126.717608333333,37.3462191666667,350
126.953222222222,37.5435555555556,129
126.981328611111,37.5700433333333,168
128.500133333333,35.8423638888889,351
128.688655555556,35.8746388888889,352
126.447980555556,37.4470591666667,2
126.976661111111,37.5646611111111,4
127.053191666667,37.5123472222222,29
126.972375,37.5538,113
126.722144444444,37.4963277777778,353
126.927736111111,37.524325,58
126.984580555556,37.5635944444444,3
126.903056111111,37.4916894444444,261
126.447980555556,37.4470591666667,2
126.489223888889,33.492125,7
126.447980555556,37.4470591666667,2
126.701365277778,37.42338,354
127.012789722222,37.5650213888889,1
126.7040475,37.508315,355
129.254036111111,35.5380416666667,356
127.009433333333,37.5041166666667,67
126.407936111111,33.4169416666667,357
126.524930555556,33.5161111111111,6
127.505099722222,37.7125897222222,358
127.053191666667,37.5123472222222,29
127.009193333333,37.5039116666667,67
126.929425,37.5656583333333,359
126.920319444444,37.5508083333333,215
127.52281,37.6867,360
126.447980555556,37.4470591666667,2
126.512986944444,33.5128769444444,228
127.058836111111,37.5034138888889,112
127.0575075,37.5105633333333,29
126.982197222222,37.56075,3
126.443938888889,37.4555527777778,65
128.6822,35.2223358333333,361
127.019175833333,37.5039033333333,63
126.443938888889,37.4555527777778,65
126.987231666667,37.5611330555556,3
129.066902222222,35.1366541666667,362
127.077166944444,37.1193836111111,31
126.984580555556,37.5635944444444,3
127.034444444444,37.5279166666667,37
129.008694444444,35.1455138888889,363
126.479233333333,33.4851663888889,364
126.984580555556,37.5635944444444,3
127.006222222222,37.5597222222222,53
126.988344444444,37.5739122222222,66
126.475603055556,37.4614241666667,365
126.49185,33.4875611111111,7
126.705489444444,37.3916208333333,366
126.955747222222,37.5328805555556,45
126.899004444444,37.4759886111111,119
128.520467777778,35.2525494444444,367
127.028388611111,37.5059425,63
128.443811111111,36.1393888888889,368
126.75196,37.73112,345
126.981327777778,37.5700333333333,168
127.050772222222,37.0808166666667,207
127.028388611111,37.5059425,63
127.048566666667,37.5567166666667,369
126.487802777778,33.4764055555556,370
128.398906666667,36.0766927777778,371
128.2525425,37.4935811111111,372
